Electricity Pricing [$],6h Prediction Electricity Pricing [$],12h Prediction Electricity Pricing [$],24h Prediction Electricity Pricing [$]
0.17,0.58,0.85,0.63
0.26,0.62,0.82,0.64
0.47,0.64,0.71,0.9
0.55,0.68,0.68,0.98
0.56,0.72,0.7,0.79
0.58,0.79,0.7,0.68
0.58,0.85,0.7,0.63
0.62,0.82,0.68,0.61
0.64,0.71,0.62,0.69
0.68,0.68,0.66,0.71
0.72,0.7,0.63,0.97
0.79,0.7,0.63,1.99
0.85,0.7,0.63,2.13
0.82,0.68,0.64,1.77
0.71,0.62,0.9,1.03
0.68,0.66,0.98,0.95
0.7,0.63,0.79,0.87
0.7,0.63,0.68,0.69
0.7,0.63,0.63,0.57
0.68,0.64,0.61,0.54
0.62,0.9,0.69,0.53
0.66,0.98,0.71,0.54
0.63,0.79,0.97,0.54
0.63,0.68,1.99,0.56
0.63,0.63,2.13,0.6
0.64,0.61,1.77,0.72
0.9,0.69,1.03,0.76
0.98,0.71,0.95,0.76
0.79,0.97,0.87,0.73
0.68,1.99,0.69,0.64
0.63,2.13,0.57,0.6
0.61,1.77,0.54,0.6
0.69,1.03,0.53,0.59
0.71,0.95,0.54,0.58
0.97,0.87,0.54,0.56
1.99,0.69,0.56,0.56
2.13,0.57,0.6,0.58
1.77,0.54,0.72,0.59
1.03,0.53,0.76,0.6
0.95,0.54,0.76,0.62
0.87,0.54,0.73,0.68
0.69,0.56,0.64,0.72
0.57,0.6,0.6,0.6
0.54,0.72,0.6,0.63
0.53,0.76,0.59,0.69
0.54,0.76,0.58,0.79
0.54,0.73,0.56,0.81
0.56,0.64,0.56,0.78
0.6,0.6,0.58,0.8
0.72,0.6,0.59,0.81
0.76,0.59,0.6,0.66
0.76,0.58,0.62,0.54
0.73,0.56,0.68,0.52
0.64,0.56,0.72,0.52
0.6,0.58,0.6,0.52
0.6,0.59,0.63,0.52
0.59,0.6,0.69,0.53
0.58,0.62,0.79,0.53
0.56,0.68,0.81,0.52
0.56,0.72,0.78,0.52
0.58,0.6,0.8,0.51
0.59,0.63,0.81,0.51
0.6,0.69,0.66,0.52
0.62,0.79,0.54,0.53
0.68,0.81,0.52,0.43
0.72,0.78,0.52,0.3
0.6,0.8,0.52,0.19
0.63,0.81,0.52,0.18
0.69,0.66,0.53,0.17
0.79,0.54,0.53,0.18
0.81,0.52,0.52,0.2
0.78,0.52,0.52,0.3
0.8,0.52,0.51,0.49
0.81,0.52,0.51,0.66
0.66,0.53,0.52,0.75
0.54,0.53,0.53,0.77
0.52,0.52,0.43,0.81
0.52,0.52,0.3,0.58
0.52,0.51,0.19,0.41
0.52,0.51,0.18,0.25
0.53,0.52,0.17,0.18
0.53,0.53,0.18,0.2
0.52,0.43,0.2,0.32
0.52,0.3,0.3,0.27
0.51,0.19,0.49,0.21
0.51,0.18,0.66,0.17
0.52,0.17,0.75,0.11
0.53,0.18,0.77,0.05
0.43,0.2,0.81,0.01
0.3,0.3,0.58,0
0.19,0.49,0.41,0
0.18,0.66,0.25,0
0.17,0.75,0.18,0
0.18,0.77,0.2,0
0.2,0.81,0.32,0
0.3,0.58,0.27,0.01
0.49,0.41,0.21,0.04
0.66,0.25,0.17,0.11
0.75,0.18,0.11,0.14
0.77,0.2,0.05,0.14
0.81,0.32,0.01,0.12
0.58,0.27,0,0.09
0.41,0.21,0,0.06
0.25,0.17,0,0.05
0.18,0.11,0,0.04
0.2,0.05,0,0.05
0.32,0.01,0,0.04
0.27,0,0.01,0.07
0.21,0,0.04,0.06
0.17,0,0.11,0.05
0.11,0,0.14,0.03
0.05,0,0.14,0.02
0.01,0,0.12,0
0,0.01,0.09,0
0,0.04,0.06,0
0,0.11,0.05,-0.01
0,0.14,0.04,-0.01
0,0.14,0.05,-0.01
0,0.12,0.04,0
0.01,0.09,0.07,0.01
0.04,0.06,0.06,0.06
0.11,0.05,0.05,0.14
0.14,0.04,0.03,0.16
0.14,0.05,0.02,0.16
0.12,0.04,0,0.16
0.09,0.07,0,0.15
0.06,0.06,0,0.15
0.05,0.05,-0.01,0.14
0.04,0.03,-0.01,0.13
0.05,0.02,-0.01,0.11
0.04,0,0,0.08
0.07,0,0.01,0.11
0.06,0,0.06,0.12
0.05,-0.01,0.14,0.11
0.03,-0.01,0.16,0.08
0.02,-0.01,0.16,0.06
0,0,0.16,0.04
0,0.01,0.15,0.01
0,0.06,0.15,0
-0.01,0.14,0.14,0
-0.01,0.16,0.13,0
-0.01,0.16,0.11,0
0,0.16,0.08,0
0.01,0.15,0.11,0.02
0.06,0.15,0.12,0.04
0.14,0.14,0.11,0.08
0.16,0.13,0.08,0.11
0.16,0.11,0.06,0.13
0.16,0.08,0.04,0.13
0.15,0.11,0.01,0.12
0.15,0.12,0,0.11
0.14,0.11,0,0.1
0.13,0.08,0,0.09
0.11,0.06,0,0.1
0.08,0.04,0,0.11
0.11,0.01,0.02,0.11
0.12,0,0.04,0.12
0.11,0,0.08,0.14
0.08,0,0.11,0.11
0.06,0,0.13,0.1
0.04,0,0.13,0.09
0.01,0.02,0.12,0.06
0,0.04,0.11,0.02
0,0.08,0.1,0.02
0,0.11,0.09,0.02
0,0.13,0.1,0.02
0,0.13,0.11,0.05
0.02,0.12,0.11,0.08
0.04,0.11,0.12,0.11
0.08,0.1,0.14,0.12
0.11,0.09,0.11,0.15
0.13,0.1,0.1,0.15
0.13,0.11,0.09,0.15
0.12,0.11,0.06,0.15
0.11,0.12,0.02,0.15
0.1,0.14,0.02,0.15
0.09,0.11,0.02,0.15
0.1,0.1,0.02,0.15
0.11,0.09,0.05,0.15
0.11,0.06,0.08,0.16
0.12,0.02,0.11,0.16
0.14,0.02,0.12,0.16
0.11,0.02,0.15,0.15
0.1,0.02,0.15,0.15
0.09,0.05,0.15,0.13
0.06,0.08,0.15,0.11
0.02,0.11,0.15,0.12
0.02,0.12,0.15,0.11
0.02,0.15,0.15,0.1
0.02,0.15,0.15,0.09
0.05,0.15,0.15,0.1
0.08,0.15,0.16,0.12
0.11,0.15,0.16,0.13
0.12,0.15,0.16,0.13
0.15,0.15,0.15,0.14
0.15,0.15,0.15,0.14
0.15,0.15,0.13,0.14
0.15,0.16,0.11,0.13
0.15,0.16,0.12,0.12
0.15,0.16,0.11,0.13
0.15,0.15,0.1,0.14
0.15,0.15,0.09,0.14
0.15,0.13,0.1,0.13
0.16,0.11,0.12,0.14
0.16,0.12,0.13,0.14
0.16,0.11,0.13,0.13
0.15,0.1,0.14,0.11
0.15,0.09,0.14,0.1
0.13,0.1,0.14,0.07
0.11,0.12,0.13,0.02
0.12,0.13,0.12,0.01
0.11,0.13,0.13,0.01
0.1,0.14,0.14,0.01
0.09,0.14,0.14,0.01
0.1,0.14,0.13,0.02
0.12,0.13,0.14,0.08
0.13,0.12,0.14,0.11
0.13,0.13,0.13,0.13
0.14,0.14,0.11,0.14
0.14,0.14,0.1,0.13
0.14,0.13,0.07,0.13
0.13,0.14,0.02,0.13
0.12,0.14,0.01,0.13
0.13,0.13,0.01,0.13
0.14,0.11,0.01,0.12
0.14,0.1,0.01,0.11
0.13,0.07,0.02,0.12
0.14,0.02,0.08,0.13
0.14,0.01,0.11,0.14
0.13,0.01,0.13,0.13
0.11,0.01,0.14,0.11
0.1,0.01,0.13,0.11
0.07,0.02,0.13,0.09
0.02,0.08,0.13,0.05
0.01,0.11,0.13,0.11
0.01,0.13,0.13,0.11
0.01,0.14,0.12,0.11
0.01,0.13,0.11,0.12
0.02,0.13,0.12,0.13
0.08,0.13,0.13,0.15
0.11,0.13,0.14,0.17
0.13,0.13,0.13,0.18
0.14,0.12,0.11,0.19
0.13,0.11,0.11,0.19
0.13,0.12,0.09,0.21
0.13,0.13,0.05,0.22
0.13,0.14,0.11,0.19
0.13,0.13,0.11,0.18
0.12,0.11,0.11,0.18
0.11,0.11,0.12,0.17
0.12,0.09,0.13,0.19
0.13,0.05,0.15,0.17
0.14,0.11,0.17,0.17
0.13,0.11,0.18,0.17
0.11,0.11,0.19,0.17
0.11,0.12,0.19,0.16
0.09,0.13,0.21,0.16
0.05,0.15,0.22,0.16
0.11,0.17,0.19,0.16
0.11,0.18,0.18,0.15
0.11,0.19,0.18,0.15
0.12,0.19,0.17,0.15
0.13,0.21,0.19,0.15
0.15,0.22,0.17,0.16
0.17,0.19,0.17,0.19
0.18,0.18,0.17,0.19
0.19,0.18,0.17,0.2
0.19,0.17,0.16,0.21
0.21,0.19,0.16,0.23
0.22,0.17,0.16,0.22
0.19,0.17,0.16,0.24
0.18,0.17,0.15,0.28
0.18,0.17,0.15,0.29
0.17,0.16,0.15,0.29
0.19,0.16,0.15,0.32
0.17,0.16,0.16,0.32
0.17,0.16,0.19,0.31
0.17,0.15,0.19,0.32
0.17,0.15,0.2,0.34
0.16,0.15,0.21,0.32
0.16,0.15,0.23,0.26
0.16,0.16,0.22,0.21
0.16,0.19,0.24,0.19
0.15,0.19,0.28,0.18
0.15,0.2,0.29,0.17
0.15,0.21,0.29,0.17
0.15,0.23,0.32,0.16
0.16,0.22,0.32,0.16
0.19,0.24,0.31,0.15
0.19,0.28,0.32,0.17
0.2,0.29,0.34,0.18
0.21,0.29,0.32,0.17
0.23,0.32,0.26,0.17
0.22,0.32,0.21,0.17
0.24,0.31,0.19,0.17
0.28,0.32,0.18,0.17
0.29,0.34,0.17,0.17
0.29,0.32,0.17,0.17
0.32,0.26,0.16,0.18
0.32,0.21,0.16,0.18
0.31,0.19,0.15,0.18
0.32,0.18,0.17,0.18
0.34,0.17,0.18,0.2
0.32,0.17,0.17,0.21
0.26,0.16,0.17,0.21
0.21,0.16,0.17,0.2
0.19,0.15,0.17,0.19
0.18,0.17,0.17,0.18
0.17,0.18,0.17,0.18
0.17,0.17,0.17,0.17
0.16,0.17,0.18,0.16
0.16,0.17,0.18,0.16
0.15,0.17,0.18,0.18
0.17,0.17,0.18,0.19
0.18,0.17,0.2,0.2
0.17,0.17,0.21,0.21
0.17,0.18,0.21,0.22
0.17,0.18,0.2,0.19
0.17,0.18,0.19,0.19
0.17,0.18,0.18,0.18
0.17,0.2,0.18,0.18
0.17,0.21,0.17,0.18
0.18,0.21,0.16,0.18
0.18,0.2,0.16,0.19
0.18,0.19,0.18,0.22
0.18,0.18,0.19,0.23
0.2,0.18,0.2,0.2
0.21,0.17,0.21,0.19
0.21,0.16,0.22,0.17
0.2,0.16,0.19,0.15
0.19,0.18,0.19,0.16
0.18,0.19,0.18,0.16
0.18,0.2,0.18,0.15
0.17,0.21,0.18,0.15
0.16,0.22,0.18,0.16
0.16,0.19,0.19,0.16
0.18,0.19,0.22,0.15
0.19,0.18,0.23,0.16
0.2,0.18,0.2,0.18
0.21,0.18,0.19,0.22
0.22,0.18,0.17,0.22
0.19,0.19,0.15,0.21
0.19,0.22,0.16,0.19
0.18,0.23,0.16,0.14
0.18,0.2,0.15,0.17
0.18,0.19,0.15,0.18
0.18,0.17,0.16,0.18
0.19,0.15,0.16,0.2
0.22,0.16,0.15,0.21
0.23,0.16,0.16,0.2
0.2,0.15,0.18,0.19
0.19,0.15,0.22,0.19
0.17,0.16,0.22,0.18
0.15,0.16,0.21,0.17
0.16,0.15,0.19,0.21
0.16,0.16,0.14,0.21
0.15,0.18,0.17,0.2
0.15,0.22,0.18,0.2
0.16,0.22,0.18,0.19
0.16,0.21,0.2,0.19
0.15,0.19,0.21,0.19
0.16,0.14,0.2,0.22
0.18,0.17,0.19,0.22
0.22,0.18,0.19,0.22
0.22,0.18,0.18,0.26
0.21,0.2,0.17,0.29
0.19,0.21,0.21,0.28
0.14,0.2,0.21,0.28
0.17,0.19,0.2,0.29
0.18,0.19,0.2,0.28
0.18,0.18,0.19,0.28
0.2,0.17,0.19,0.28
0.21,0.21,0.19,0.3
0.2,0.21,0.22,0.31
0.19,0.2,0.22,0.29
0.19,0.2,0.22,0.27
0.18,0.19,0.26,0.24
0.17,0.19,0.29,0.21
0.21,0.19,0.28,0.25
0.21,0.22,0.28,0.25
0.2,0.22,0.29,0.25
0.2,0.22,0.28,0.25
0.19,0.26,0.28,0.24
0.19,0.29,0.28,0.25
0.19,0.28,0.3,0.3
0.22,0.28,0.31,0.33
0.22,0.29,0.29,0.38
0.22,0.28,0.27,0.37
0.26,0.28,0.24,0.39
0.29,0.28,0.21,0.4
0.28,0.3,0.25,0.33
0.28,0.31,0.25,0.29
0.29,0.29,0.25,0.27
0.28,0.27,0.25,0.26
0.28,0.24,0.24,0.27
0.28,0.21,0.25,0.25
0.3,0.25,0.3,0.23
0.31,0.25,0.33,0.23
0.29,0.25,0.38,0.22
0.27,0.25,0.37,0.21
0.24,0.24,0.39,0.18
0.21,0.25,0.4,0.17
0.25,0.3,0.33,0.17
0.25,0.33,0.29,0.16
0.25,0.38,0.27,0.16
0.25,0.37,0.26,0.17
0.24,0.39,0.27,0.19
0.25,0.4,0.25,0.2
0.3,0.33,0.23,0.21
0.33,0.29,0.23,0.22
0.38,0.27,0.22,0.24
0.37,0.26,0.21,0.24
0.39,0.27,0.18,0.24
0.4,0.25,0.17,0.24
0.33,0.23,0.17,0.23
0.29,0.23,0.16,0.22
0.27,0.22,0.16,0.21
0.26,0.21,0.17,0.21
0.27,0.18,0.19,0.2
0.25,0.17,0.2,0.2
0.23,0.17,0.21,0.2
0.23,0.16,0.22,0.2
0.22,0.16,0.24,0.2
0.21,0.17,0.24,0.2
0.18,0.19,0.24,0.2
0.17,0.2,0.24,0.2
0.17,0.21,0.23,0.24
0.16,0.22,0.22,0.24
0.16,0.24,0.21,0.26
0.17,0.24,0.21,0.27
0.19,0.24,0.2,0.29
0.2,0.24,0.2,0.34
0.21,0.23,0.2,0.36
0.22,0.22,0.2,0.38
0.24,0.21,0.2,0.5
0.24,0.21,0.2,0.54
0.24,0.2,0.2,0.62
0.24,0.2,0.2,0.66
0.23,0.2,0.24,0.68
0.22,0.2,0.24,0.72
0.21,0.2,0.26,0.72
0.21,0.2,0.27,0.66
0.2,0.2,0.29,0.66
0.2,0.2,0.34,0.62
0.2,0.24,0.36,0.63
0.2,0.24,0.38,0.68
0.2,0.26,0.5,0.72
0.2,0.27,0.54,0.8
0.2,0.29,0.62,0.68
0.2,0.34,0.66,0.52
0.24,0.36,0.68,0.59
0.24,0.38,0.72,0.55
0.26,0.5,0.72,0.54
0.27,0.54,0.66,0.54
0.29,0.62,0.66,0.58
0.34,0.66,0.62,0.59
0.36,0.68,0.63,0.6
0.38,0.72,0.68,0.55
0.5,0.72,0.72,0.6
0.54,0.66,0.8,0.51
0.62,0.66,0.68,0.47
0.66,0.62,0.52,0.48
0.68,0.63,0.59,0.5
0.72,0.68,0.55,0.54
0.72,0.72,0.54,0.58
0.66,0.8,0.54,0.6
0.66,0.68,0.58,0.6
0.62,0.52,0.59,0.68
0.63,0.59,0.6,1.76
0.68,0.55,0.55,1.56
0.72,0.54,0.6,1.01
0.8,0.54,0.51,0.71
0.68,0.58,0.47,0.6
0.52,0.59,0.48,0.53
0.59,0.6,0.5,0.72
0.55,0.55,0.54,0.67
0.54,0.6,0.58,0.65
0.54,0.51,0.6,0.66
0.58,0.47,0.6,0.66
0.59,0.48,0.68,0.66
0.6,0.5,1.76,0.94
0.55,0.54,1.56,1.03
0.6,0.58,1.01,1.47
0.51,0.6,0.71,1.48
0.47,0.6,0.6,1.46
0.48,0.68,0.53,1.38
0.5,1.76,0.72,1.35
0.54,1.56,0.67,1.26
0.58,1.01,0.65,1.17
0.6,0.71,0.66,1.19
0.6,0.6,0.66,0.87
0.68,0.53,0.66,0.83
1.76,0.72,0.94,0.47
1.56,0.67,1.03,0.46
1.01,0.65,1.47,0.45
0.71,0.66,1.48,0.45
0.6,0.66,1.46,0.42
0.53,0.66,1.38,0.3
0.72,0.94,1.35,0.35
0.67,1.03,1.26,0.32
0.65,1.47,1.17,0.31
0.66,1.48,1.19,0.3
0.66,1.46,0.87,0.32
0.66,1.38,0.83,0.39
0.94,1.35,0.47,0.32
1.03,1.26,0.46,0.36
1.47,1.17,0.45,0.49
1.48,1.19,0.45,0.62
1.46,0.87,0.42,0.67
1.38,0.83,0.3,0.71
1.35,0.47,0.35,0.67
1.26,0.46,0.32,0.67
1.17,0.45,0.31,0.64
1.19,0.45,0.3,0.64
0.87,0.42,0.32,0.65
0.83,0.3,0.39,0.63
0.47,0.35,0.32,0.61
0.46,0.32,0.36,0.6
0.45,0.31,0.49,0.61
0.45,0.3,0.62,0.54
0.42,0.32,0.67,0.47
0.3,0.39,0.71,0.4
0.35,0.32,0.67,0.4
0.32,0.36,0.67,0.4
0.31,0.49,0.64,0.39
0.3,0.62,0.64,0.26
0.32,0.67,0.65,0.4
0.39,0.71,0.63,0.54
0.32,0.67,0.61,0.71
0.36,0.67,0.6,0.62
0.49,0.64,0.61,1.27
0.62,0.64,0.54,0.97
0.67,0.65,0.47,1.09
0.71,0.63,0.4,0.85
0.67,0.61,0.4,0.62
0.67,0.6,0.4,0.56
0.64,0.61,0.39,0.47
0.64,0.54,0.26,0.41
0.65,0.47,0.4,0.39
0.63,0.4,0.54,0.31
0.61,0.4,0.71,0.31
0.6,0.4,0.62,0.31
0.61,0.39,1.27,0.31
0.54,0.26,0.97,0.31
0.47,0.4,1.09,0.29
0.4,0.54,0.85,0.25
0.4,0.71,0.62,0.26
0.4,0.62,0.56,0.26
0.39,1.27,0.47,0.25
0.26,0.97,0.41,0.25
0.4,1.09,0.39,0.25
0.54,0.85,0.31,0.29
0.71,0.62,0.31,0.35
0.62,0.56,0.31,0.53
1.27,0.47,0.31,0.53
0.97,0.41,0.31,0.58
1.09,0.39,0.29,0.61
0.85,0.31,0.25,0.61
0.62,0.31,0.26,0.64
0.56,0.31,0.26,0.67
0.47,0.31,0.25,0.71
0.41,0.31,0.25,0.83
0.39,0.29,0.25,0.77
0.31,0.25,0.29,0.93
0.31,0.26,0.35,0.93
0.31,0.26,0.53,0.93
0.31,0.25,0.53,0.8
0.31,0.25,0.58,0.67
0.29,0.25,0.61,0.62
0.25,0.29,0.61,0.56
0.26,0.35,0.64,0.61
0.26,0.53,0.67,0.57
0.25,0.53,0.71,0.58
0.25,0.58,0.83,0.6
0.25,0.61,0.77,0.62
0.29,0.61,0.93,0.73
0.35,0.64,0.93,0.61
0.53,0.67,0.93,0.92
0.53,0.71,0.8,1.25
0.58,0.83,0.67,0.84
0.61,0.77,0.62,0.63
0.61,0.93,0.56,0.61
0.64,0.93,0.61,0.62
0.67,0.93,0.57,0.62
0.71,0.8,0.58,0.94
0.83,0.67,0.6,0.93
0.77,0.62,0.62,0.83
0.93,0.56,0.73,0.73
0.93,0.61,0.61,0.8
0.93,0.57,0.92,0.78
0.8,0.58,1.25,0.84
0.67,0.6,0.84,0.58
0.62,0.62,0.63,0.47
0.56,0.73,0.61,0.37
0.61,0.61,0.62,0.33
0.57,0.92,0.62,0.3
0.58,1.25,0.94,0.31
0.6,0.84,0.93,0.34
0.62,0.63,0.83,0.35
0.73,0.61,0.73,0.41
0.61,0.62,0.8,0.44
0.92,0.62,0.78,0.41
1.25,0.94,0.84,0.35
0.84,0.93,0.58,0.32
0.63,0.83,0.47,0.31
0.61,0.73,0.37,0.32
0.62,0.8,0.33,0.33
0.62,0.78,0.3,0.35
0.94,0.84,0.31,0.35
0.93,0.58,0.34,0.37
0.83,0.47,0.35,0.39
0.73,0.37,0.41,0.4
0.8,0.33,0.44,0.42
0.78,0.3,0.41,0.41
0.84,0.31,0.35,0.36
0.58,0.34,0.32,0.34
0.47,0.35,0.31,0.34
0.37,0.41,0.32,0.28
0.33,0.44,0.33,0.26
0.3,0.41,0.35,0.2
0.31,0.35,0.35,0.2
0.34,0.32,0.37,0.21
0.35,0.31,0.39,0.2
0.41,0.32,0.4,0.24
0.44,0.33,0.42,0.28
0.41,0.35,0.41,0.35
0.35,0.35,0.36,0.35
0.32,0.37,0.34,0.35
0.31,0.39,0.34,0.35
0.32,0.4,0.28,0.35
0.33,0.42,0.26,0.36
0.35,0.41,0.2,0.36
0.35,0.36,0.2,0.36
0.37,0.34,0.21,0.37
0.39,0.34,0.2,0.37
0.4,0.28,0.24,0.36
0.42,0.26,0.28,0.37
0.41,0.2,0.35,0.36
0.36,0.2,0.35,0.36
0.34,0.21,0.35,0.35
0.34,0.2,0.35,0.34
0.28,0.24,0.35,0.29
0.26,0.28,0.36,0.31
0.2,0.35,0.36,0.24
0.2,0.35,0.36,0.2
0.21,0.35,0.37,0.17
0.2,0.35,0.37,0.15
0.24,0.35,0.36,0.14
0.28,0.36,0.37,0.13
0.35,0.36,0.36,0.13
0.35,0.36,0.36,0.13
0.35,0.37,0.35,0.16
0.35,0.37,0.34,0.13
0.35,0.36,0.29,0.13
0.36,0.37,0.31,0.08
0.36,0.36,0.24,0.05
0.36,0.36,0.2,0.04
0.37,0.35,0.17,0.05
0.37,0.34,0.15,0.12
0.36,0.29,0.14,0.17
0.37,0.31,0.13,0.17
0.36,0.24,0.13,0.17
0.36,0.2,0.13,0.16
0.35,0.17,0.16,0.17
0.34,0.15,0.13,0.17
0.29,0.14,0.13,0.16
0.31,0.13,0.08,0.12
0.24,0.13,0.05,0.13
0.2,0.13,0.04,0.16
0.17,0.16,0.05,0.17
0.15,0.13,0.12,0.17
0.14,0.13,0.17,0.19
0.13,0.08,0.17,0.22
0.13,0.05,0.17,0.24
0.13,0.04,0.16,0.28
0.16,0.05,0.17,0.36
0.13,0.12,0.17,0.38
0.13,0.17,0.16,0.4
0.08,0.17,0.12,0.41
0.05,0.17,0.13,0.42
0.04,0.16,0.16,0.41
0.05,0.17,0.17,0.42
0.12,0.17,0.17,0.43
0.17,0.16,0.19,0.48
0.17,0.12,0.22,0.52
0.17,0.13,0.24,0.43
0.16,0.16,0.28,0.41
0.17,0.17,0.36,0.4
0.17,0.17,0.38,0.4
0.16,0.19,0.4,0.4
0.12,0.22,0.41,1.09
0.13,0.24,0.42,0.41
0.16,0.28,0.41,0.4
0.17,0.36,0.42,0.4
0.17,0.38,0.43,0.4
0.19,0.4,0.48,0.4
0.22,0.41,0.52,0.41
0.24,0.42,0.43,0.38
0.28,0.41,0.41,0.4
0.36,0.42,0.4,0.41
0.38,0.43,0.4,0.41
0.4,0.48,0.4,0.41
0.41,0.52,1.09,0.4
0.42,0.43,0.41,0.39
0.41,0.41,0.4,0.39
0.42,0.4,0.4,0.39
0.43,0.4,0.4,0.4
0.48,0.4,0.4,0.41
0.52,1.09,0.41,0.41
0.43,0.41,0.38,0.41
0.41,0.4,0.4,0.41
0.4,0.4,0.41,0.4
0.4,0.4,0.41,0.4
0.4,0.4,0.41,0.38
1.09,0.41,0.4,0.36
0.41,0.38,0.39,0.35
0.4,0.4,0.39,0.33
0.4,0.41,0.39,0.32
0.4,0.41,0.4,0.31
0.4,0.41,0.41,0.32
0.41,0.4,0.41,0.34
0.38,0.39,0.41,0.36
0.4,0.39,0.41,0.45
0.41,0.39,0.4,0.46
0.41,0.4,0.4,0.46
0.41,0.41,0.38,0.41
0.4,0.41,0.36,0.35
0.39,0.41,0.35,0.34
0.39,0.41,0.33,0.32
0.39,0.4,0.32,0.28
0.4,0.4,0.31,0.26
0.41,0.38,0.32,0.27
0.41,0.36,0.34,0.22
0.41,0.35,0.36,0.23
0.41,0.33,0.45,0.2
0.4,0.32,0.46,0.17
0.4,0.31,0.46,0.17
0.38,0.32,0.41,0.17
0.36,0.34,0.35,0.17
0.35,0.36,0.34,0.16
0.33,0.45,0.32,0.16
0.32,0.46,0.28,0.17
0.31,0.46,0.26,0.16
0.32,0.41,0.27,0.21
0.34,0.35,0.22,0.29
0.36,0.34,0.23,0.34
0.45,0.32,0.2,0.39
0.46,0.28,0.17,0.43
0.46,0.26,0.17,0.47
0.41,0.27,0.17,0.47
0.35,0.22,0.17,0.43
0.34,0.23,0.16,0.41
0.32,0.2,0.16,0.52
0.28,0.17,0.17,0.55
0.26,0.17,0.16,0.51
0.27,0.17,0.21,0.54
0.22,0.17,0.29,0.5
0.23,0.16,0.34,0.5
0.2,0.16,0.39,0.51
0.17,0.17,0.43,0.5
0.17,0.16,0.47,0.46
0.17,0.21,0.47,0.4
0.17,0.29,0.43,0.39
0.16,0.34,0.41,0.34
0.16,0.39,0.52,0.31
0.17,0.43,0.55,0.3
0.16,0.47,0.51,0.31
0.21,0.47,0.54,0.23
0.29,0.43,0.5,0.18
0.34,0.41,0.5,0.19
0.39,0.52,0.51,0.22
0.43,0.55,0.5,0.29
0.47,0.51,0.46,0.29
0.47,0.54,0.4,0.27
0.43,0.5,0.39,0.29
0.41,0.5,0.34,0.24
0.52,0.51,0.31,0.27
0.55,0.5,0.3,0.31
0.51,0.46,0.31,0.33
0.54,0.4,0.23,0.35
0.5,0.39,0.18,0.36
0.5,0.34,0.19,0.36
0.51,0.31,0.22,0.36
0.5,0.3,0.29,0.34
0.46,0.31,0.29,0.34
0.4,0.23,0.27,0.32
0.39,0.18,0.29,0.26
0.34,0.19,0.24,0.18
0.31,0.22,0.27,0.18
0.3,0.29,0.31,0.18
0.31,0.29,0.33,0.18
0.23,0.27,0.35,0.19
0.18,0.29,0.36,0.22
0.19,0.24,0.36,0.29
0.22,0.27,0.36,0.32
0.29,0.31,0.34,0.34
0.29,0.33,0.34,0.36
0.27,0.35,0.32,0.35
0.29,0.36,0.26,0.35
0.24,0.36,0.18,0.32
0.27,0.36,0.18,0.31
0.31,0.34,0.18,0.3
0.33,0.34,0.18,0.27
0.35,0.32,0.19,0.29
0.36,0.26,0.22,0.29
0.36,0.18,0.29,0.26
0.36,0.18,0.32,0.27
0.34,0.18,0.34,0.27
0.34,0.18,0.36,0.27
0.32,0.19,0.35,0.26
0.26,0.22,0.35,0.23
0.18,0.29,0.32,0.24
0.18,0.32,0.31,0.23
0.18,0.34,0.3,0.23
0.18,0.36,0.27,0.23
0.19,0.35,0.29,0.24
0.22,0.35,0.29,0.23
0.29,0.32,0.26,0.25
0.32,0.31,0.27,0.26
0.34,0.3,0.27,0.27
0.36,0.27,0.27,0.27
0.35,0.29,0.26,0.27
0.35,0.29,0.23,0.27
0.32,0.26,0.24,0.28
0.31,0.27,0.23,0.28
0.3,0.27,0.23,0.28
0.27,0.27,0.23,0.29
0.29,0.26,0.24,0.3
0.29,0.23,0.23,0.31
0.26,0.24,0.25,0.32
0.27,0.23,0.26,0.32
0.27,0.23,0.27,0.32
0.27,0.23,0.27,0.32
0.26,0.24,0.27,0.31
0.23,0.23,0.27,0.27
0.24,0.25,0.28,0.27
0.23,0.26,0.28,0.24
0.23,0.27,0.28,0.24
0.23,0.27,0.29,0.22
0.24,0.27,0.3,0.25
0.23,0.27,0.31,0.27
0.25,0.28,0.32,0.31
0.26,0.28,0.32,0.29
0.27,0.28,0.32,0.31
0.27,0.29,0.32,0.34
0.27,0.3,0.31,0.36
0.27,0.31,0.27,0.37
0.28,0.32,0.27,0.39
0.28,0.32,0.24,0.38
0.28,0.32,0.24,0.37
0.29,0.32,0.22,0.38
0.3,0.31,0.25,0.4
0.31,0.27,0.27,0.51
0.32,0.27,0.31,0.51
0.32,0.24,0.29,0.43
0.32,0.24,0.31,0.37
0.32,0.22,0.34,0.28
0.31,0.25,0.36,0.28
0.27,0.27,0.37,0.2
0.27,0.31,0.39,0.16
0.24,0.29,0.38,0.13
0.24,0.31,0.37,0.13
0.22,0.34,0.38,0.12
0.25,0.36,0.4,0.13
0.27,0.37,0.51,0.21
0.31,0.39,0.51,0.37
0.29,0.38,0.43,0.47
0.31,0.37,0.37,0.51
0.34,0.38,0.28,0.55
0.36,0.4,0.28,0.53
0.37,0.51,0.2,0.51
0.39,0.51,0.16,0.51
0.38,0.43,0.13,0.5
0.37,0.37,0.13,0.53
0.38,0.28,0.12,0.58
0.4,0.28,0.13,0.62
0.51,0.2,0.21,0.63
